row_id,tokens,relation,head_pos,tail_pos
1333,"At the time of the game 's release , developer Psygnosis had been owned for five years by Sony Computer Entertainment , for whose hardware all subsequent "" Wipeout "" games have been released exclusively .",publisher,28,18 19 20
2432,"Eric Bress is an American screenwriter , film director and producer , probably best known for his work on the "" Final Destination "" series and "" The Butterfly Effect "" .",director,27 28 29,0 1
2310,Biyon debuted in the Malayalam epic film Oru Vadakkan Veeragatha directed by Hariharan .,director,7 8 9,12
1069,"Another milestone in Estonian Cinema released in 1969 was Arvo Kruusement 's "" "" Kevade "" "" ( Spring ) based on Oskar Luts popular novel .",director,13 14 15,9 10
2789,"He started working with The Church in 1994 , with the album "" Sometime Anywhere "" ( though he was misidentified as "" Tim Powell "" on the liner notes of that album ) .",performer,13 14,4 5
1875,"In the epic poem of the Shāhnāmeh , Hushang was the son of Siyāmak and grandson of Keyumars .",characters,6,8
2141,""" Men at Birth "" , David Vernon , Australian College of Midwives , 2006 She undertook a PhD at the Australian National University . Centre for Mental Health Research",publisher,1 2 3,9 10 11 12
577,"The Merchant theme is Beatles ' Ob - La - Di , Ob - La - Da melody , played on Russian folk instruments .",performer,6 7 8 9 10 11 12 13 14 15 16,4
1921,"Schumacher replaced Tim Burton as the director of the Batman film franchise when he directed "" Batman Forever "" in 1995 .",director,9 10 11,2 3
356,"He may have ancestors among Florentine stock to which belonged the Ghibelline leader Farinata degli Uberti , celebrated in Dante 's "" Divina Commedia "" .",characters,22 23,13 14 15
2667,Wingnut originally made his debut as a bad guy and an ally of Shredder in issue number two of the 1989 Teenage Mutant Ninja Turtles cereal mini - comic book by Ralston Purina .,characters,21 22 23 24,13
718,"These words , found in "" Aeneid "" , Book 1 , are used by Juno , queen of heaven who hated the Trojans led by Aeneas .",characters,6,26
698,"She is known for her role as young Jang - geum in 2003 TV series "" Dae Jang Geum "" .",characters,16 17 18,8 9 10
2031,"She also wrote the plays "" Leedvermaak "" and "" Rijgdraad "" , both of which were made into movies by Frans Weisz .",director,6,21 22
2236,"JAMA Psychiatry ( until 2013 : "" Archives of General Psychiatry "" ) is a monthly , peer - reviewed medical journal published by the American Medical Association .",publisher,7 8 9 10,25 26 27
1862,"The film was a remake of Aziz Mirza 's 1997 Hindi film "" Yes Boss "" starring Shahrukh Khan .",director,13 14,6 7
57,"In December 1945 , Mondadori resumed publication of "" Topolino "" .",publisher,9,4
990,"Tolstoy and Haemon in "" Antigone "" by Sophocles .",characters,5,2
2625,"She is recognized for have paved the way inside Disney to the creation of strong female protagonists , mainly due to her writing of Belle , the protagonist of "" Beauty and the Beast "" .",characters,30 31 32 33,24
868,"The film is based on Sir Arthur Conan Doyle 's novel of the same name , the second novel to feature Sherlock Holmes and Doctor Watson .",characters,11 12 13 14,24 25
2405,""" Sweet Baby "" ( Erreway )",performer,1 2,5
1624,"Cole said that the song took its inspiration froms her newly acquired love for dance music on the charts , especially David Guetta & Kelly Rowland 's "" When Love Takes Over "" .",performer,28 29 30 31,21 22
588,"It subsequently appeared in "" Death Times Three "" , published by Bantam Books in 1985 .",publisher,5 6 7,12 13
1356,""" Rough Day "" is a song by Australian recording artist Paulini , taken from her second studio album , "" Superwoman "" ( 2006 ) .",performer,1 2,11
489,"In 1990 , he played the role of Jim Hawkins opposite Charlton Heston ( as Long John Silver ) in "" Treasure Island "" , an adaptation of Robert Louis Stevenson 's classic book .",characters,21 22,8 9
1807,"In 2001/2 , plans for a solo album by Andy Tillison transformed into the first release by The Tangent , "" The Music That Died Alone "" ( 2003 ) .",performer,21 22 23 24 25,17 18
441,"She also appeared in Yasujirō Ozu 's "" Floating Weeds "" .",director,8 9,4 5
1867,"The story follows Sonic the Hedgehog and Tails , who are teleported to an alternate dimension and seek the help of Blaze the Cat , while battling a band of robot pirates .",characters,3 4 5,21 22 23
501,"An overdose of aconite was the method in which Rudolph Bloom , father of Leopold Bloom in James Joyce 's "" Ulysses "" , committed suicide .",characters,21,14 15
192,"Renfield is a fiction character in Bram Stoker 's "" Dracula "" .",characters,10,0
1080,""" Metal Gear Solid "" also marks the first time that characters were given voice actors with Solid Snake and Naked Snake being voiced by Akio Ōtsuka .",performer,17 18,25 26
181,"Cregg and Danny Concannon on the TV show "" The West Wing "" .",characters,9 10 11,2 3
1769,"Lo Esencial de ... Alejandro Sanz is a triple album that contains Alejandro Sanz 's albums "" Viviendo Deprisa "" , "" 3 "" and "" Más "" .",performer,17 18,4 5
1314,"In early 2014 , it was announced that actor Akshay Kumar and director Prabhudheva would be reuniting for another film after their previous blockbuster , "" Rowdy Rathore "" .",director,26 27,13
872,""" Boys Over Flowers "" was serialized in Shueisha 's bi - weekly "" Margaret "" magazine from October 1992 to September 2003 and was collected into 37 volumes .",publisher,14,8
2732,"Also in 1960 , she had the small part of a young woman at a reception desk in Yasujirō Ozu 's "" Late Autumn "" （ 秋日和 : "" Akibiyori "" ） .",director,22 23,18 19
2470,"In the 1962 Bond film of the same name , her name was shortened and changed to Honey Ryder .",characters,4 5 6 7 8,17 18
1562,"The only difference is the Def Leppard ' logo is represented in the most traditional style seen on ' Pyromania ' , ' Hysteria ' and ' Adrenalize ' .",performer,23,5 6
376,"With her songwriting partner , Harold Spiro , she later wrote "" Long Live Love "" , which was performed by Olivia Newton - John , the UK entry to the Eurovision Song Contest 1974 .",performer,12 13 14,21 22 23 24
100,Benson ends up working the case with Detective Amanda Rollins ( Kelli Giddish ) .,performer,8 9,11 12
934,"In 2013 he co - directed with Aubier and Benjamin Renner the film "" Ernest & Celestine "" , which received widespread critical acclaim .",director,14 15 16,9 10
834,""" The Thief and the Cobbler "" was a twenty - six - year animated film project by Richard Williams which was taken away from him and completed by Fred Calvert . Briney , Daniel .",director,1 2 3 4 5,18 19
2619,"The music video for Radiohead 's "" Burn the Witch "" single pays homage to the Trumptonshire Trilogy .",performer,7 8 9,4
1018,"Her band , Blondie , often performed at CBGB in New York City , and their 1978 album , "" Parallel Lines "" , is considered a punk - pop classic .",performer,20 21,3
1739,"Jr. NTR collaborated with "" Kantri "" director Meher Ramesh for the historical fantasy action film "" Shakti "" .",director,17,8 9
2380,Another one of NimbleBit 's games Sky Burger is similar as in the objective is to stack items by tilting the screen .,publisher,6 7,3
409,"Jack Torrance is one of three main characters in the novel "" The Shining "" .",characters,12 13,0 1
1917,"The album was one of four written and produced by Bernard Edwards and Nile Rodgers in 1980 , the other three being Sister Sledge 's "" Love Somebody Today "" , Sheila and B.",performer,26 27 28,22 23
2279,"Shank 2 is a sequel to a 2D side - scrolling action beat 'em up video game "" Shank "" by Klei Entertainment and published by Electronic Arts .",publisher,0,26 27
1587,"Heathcote played Victoria Winters in Tim Burton 's film adaptation of "" Dark Shadows "" , Jane Bennett in "" Pride and Prejudice and Zombies "" , and Gigi in "" The Neon Demon "" .",director,12 13,5 6
400,"Couturié was an early collaborator of filmmaker John Korty , working on his 1983 animated feature , "" Twice Upon a Time "" alongside George Lucas .",director,18 19 20 21,7 8
103,"She is popularly known as “ Araparegangan ” for her role in "" Saworoide "" , a 1999 Nigerian film produced and directed by Tunde Kelani .",director,13,24 25
1086,"He has also directed Chabiwali Pocket Watch , which is a 2006 short film written and directed by Vibhu Puri and produced by the Film and Television Institute of India .",director,4 5 6,18 19
2645,"He co - starred in Sion Sono 's "" Guilty of Romance "" with Megumi Kagurazaka .",director,9 10 11,5 6
2393,"Impiegati , internationally released as Bank Clerks , is a 1985 Italian comedy - drama film written and directed by Pupi Avati .",director,5 6,20 21
807,"2008 , EXE : Automatically Generating Inputs of Death ACM Transactions on Information and System Security ( TISSEC ) , Vol .",publisher,17,9
1518,"This is the second directorial of Shalil Kallur after "" Dolls "" , a 2013 release .",director,10,6 7
2410,"Feeling sorry for Butters , the South Park boys testify in the case in the Colorado State Senate about the girl who queefed on Butters .",characters,6 7,3
2436,"Since then , many other computer games such as Electronic Arts 's "" Seven Cities of Gold "" , released 1984 , have also used "" edutainment "" as a descriptive term .",publisher,13 14 15 16,9 10
968,"The first game , The Lost Vikings , was released in 1992 by publisher Interplay Entertainment for DOS , Amiga , Mega Drive / Genesis and Super Nintendo Entertainment System among others .",publisher,4 5 6,14 15
1659,"The manga was originally serialized in the magazine "" Comic Beam "" by Enterbrain between July 1998 and September 2001 .",publisher,9 10,13
494,"Ho won praise for his performance as the Monk , Tripitaka , in the lavish Shaw Brothers adaption of "" Journey to the West "" four - picture cycle of films .",characters,20 21 22 23,10
1422,"The book was released the day after Walter Isaacson 's biography of Steve Jobs , entitled "" Steve Jobs "" , was released by Simon & Schuster .",publisher,12 13,24 25 26
1631,"Actress Mary Howard played Ann Rutledge in John Cromwell 's 1940 film "" Abe Lincoln in Illinois "" .",director,13 14 15 16,7 8
634,"In 2010 Nemesea signed with the Austrian music label Napalm Records and preparations for their new album began , resulting in Nemesea 's third studio album "" The Quiet Resistance "" , released November 2011 .",performer,27 28 29,2
964,"Euripides dramatised these events ten years after "" Andromache "" in his tragedy "" The Trojan Women "" ( 415 BC ) .",characters,14 15 16,8
1957,""" Gigi "" is the title song from the 1958 Academy Award - winning film , directed by Vincente Minnelli .",director,14,18 19
2111,"A re - release on Kadokawa Shoten 's "" Asuka Comics DX "" line happened on August 1 , 2001 ( ) .",publisher,9 10 11,5 6
1740,"Diminished Capacity is a comedy film directed by Terry Kinney and written by Sherwood Kiraly , based on his novel of the same name .",director,0 1,8 9
2255,"The Dictionary of Medieval Latin from British Sources ( "" DMLBS "" ) is a lexicon of Medieval Latin published by the British Academy .",publisher,10,22 23
220,""" Friends "" was the second single from Jody Watley 's second album , "" Larger than Life "" .",performer,15 16 17,8 9
823,"In 1967 she played the White Witch in "" The Lion , the Witch and the Wardrobe "" , a TV series adaptation of the 1950 children 's novel .",characters,9 10 11 12 13 14 15 16,5 6
1897,"On this CD , there is also an exceptional performance of Samuel Barber 's instrumental piece , "" Adagio for Strings "" , performed by the Concordia College Orchestra .",performer,18 19 20,11 12
932,"Later , Xuthus was informed by the oracle that the first person he met when leaving the oracle would be his son , and this person was Ion .",characters,27,2
523,""" Just a Girl "" is a song by the American rock band No Doubt .",performer,1 2 3,13 14
2488,"Two years later the single “ Live Forever ” with Ferry Corsten was released and featured on the album WKND.Allmusic.com entry for "" WKND "" , ( accessed December 8 , 2014 ) .",performer,23,10 11
1619,Battlefield 3 is a first - person shooter video game developed by EA DICE and published by Electronic Arts .,publisher,0,17 18
2067,"Also in 2010 , Kennedy was featured on "" Back from Cali "" and "" Starlight "" on the self - titled debut album by guitarist Slash .",performer,9 10 11,26
1554,"On regional US charts the single made the Beach Boys ' weakest showing in major markets since the Christmas single "" The Man with All the Toys "" five years earlier .",performer,21 22 23 24 25 26,7 8 9
28,"The song has been recorded by the German power metal band Helloween as a track on their 1995 CD single "" Sole Survivor "" .",performer,21 22,11
1001,"He also serves on the Editorial Collective of Public Culture , a reviewed journal published by Duke University Press .",publisher,8 9,16 17 18
2717,""" Boy on Fire "" was written by Douglas Shaluas , Ed Zuckerman , and Matthew McGough , and directed by Rose Troche .",director,1 2 3,21 22
2312,"Luna subsequently had a supporting role in the comedy film "" Gravy "" , directed by James Roday , which was released in October 2015 .",director,11,16 17
1465,"The first edition of "" GURPS Horror "" was written by Scott Haring , and features a cover by Michael Whelan , and was published by Steve Jackson Games in 1987 as a 96-page book .",publisher,5 6,26 27 28
1343,"He co - directed "" Flame Top "" with Pirjo Honkasalo and the film was entered into the 1981 Cannes Film Festival .",director,5 6,9 10
838,""" Hospital Food "" is a song by David Gray , released on 28 November 2005 as the second single from his album "" Life in Slow Motion "" .",performer,1 2,8 9
1835,""" Old Bill Jones "" is a single by Canadian country music group Mercey Brothers .",performer,1 2 3,13 14
788,"In 2013 , Girls ' Generation won the award for Video of the Year at the first YouTube Music Awards for "" I Got a Boy "" .",performer,22 23 24 25,3 4 5
630,"He won a Juno Award in 1983 for "" Best Album Graphics "" for his work on the Anvil album "" Metal on Metal "" .",performer,21 22 23,18
1854,"The director , Byron Haskin , had directed "" Treasure Island "" in 1950 , with Newton as Silver .",director,9 10,3 4
778,""" Pretty Much Dead Already "" was written by Scott M. Gimple and directed by Michelle MacLaren .",director,1 2 3 4,15 16
1217,"One Piece : Pirate Warriors , also known in Japan as , is a series developed by Omega Force and published by Bandai Namco Games .",publisher,0 1 2 3 4,22 23 24
2225,"He is a cousin of Annabeth Chase , a main character of the "" Percy Jackson and the Olympians "" and "" The Heroes of Olympus "" series , who links the two series together .",characters,22 23 24 25,14 15
1783,"Health Economics is a monthly peer - reviewed academic journal published by John Wiley & Sons , covering the subject of health economics .",publisher,0 1,12 13 14 15
616,"Later the same year , she was again hired by Fairbanks to play the substantial part of Milady de Winter in "" The Three Musketeers "" .",characters,22 23 24,17 18 19
1336,"Balu Mahendra 's 1982 Malayalam film "" Olangal "" was inspired by the novel .",director,7,0 1
649,""" The Acid Queen "" is a song written by Pete Townshend and is the ninth song on The Who 's rock opera album "" Tommy "" .",performer,25,18 19
2319,""" Far Cry 2 "" was announced by Ubisoft in July 2007 , and featured two significant changes from the previous "" Far Cry "" games .",publisher,1 2 3,8
1006,"In 2010 she guest - edited ( with Kate Bedford ) a special issue of "" Signs : Journal of Women in Culture and Society "" , published by the University of Chicago Press .",publisher,16 17 18 19 20 21 22 23 24,30 31 32 33
730,""" In Another Land "" is a song by The Rolling Stones , and the third track on their album "" Their Satanic Majesties Request "" .",performer,21 22 23 24,9 10 11
957,"In "" The Simpsons "" episode "" Replaceable You "" , Bart Simpson and Martin Prince created robotic baby seals which they named "" Robopets "" .",characters,2 3,14 15
402,"In "" Children of Dune "" ( 1976 ) , Stilgar has asserted his protection over Paul and Chani 's orphaned children , Leto II and Ghanima .",characters,2 3 4,16
667,""" Breathe "" was used in the 2005 French movie "" The Beat That My Heart Skipped "" ( "" De battre mon cœur s'est arrêté "" ) , directed by Jacques Audiard .",director,11 12 13 14 15 16,31 32
1194,"In 1979 , Australian Crawl recorded their first single , "" Beautiful People "" , produced by Little River Band 's guitarist David Briggs .",performer,11 12,3 4
1944,"The film 's soundtrack , "" Music from the Body "" , was composed by Ron Geesin and Roger Waters , and includes songs that were made using the human body as a medium .",performer,6 7 8 9,18 19
1224,"It became Madonna 's highest debuting single at the time , following "" Erotica "" ( number 13 in 1992 ) and "" Rescue Me "" ( number 15 in 1991 ) .",performer,23 24,2
2,""" Aarachaar "" , widely regarded as her masterpiece , was originally serialised in "" Madhyamam Weekly "" and was published as a book by DC Books in 2012 .",publisher,1,25 26
1277,"She was the Acting Coach for the Oscar nominated short film Two Cars , One Night directed by Taika Waititi .",director,11 12 13 14 15,18 19
2237,"In 1939 Selznick brought Swedish actress Ingrid Bergman to the United States to star in "" Intermezzo "" and the following year he brought Alfred Hitchcock over from England to direct "" Rebecca "" .",director,32,24 25
2140,"The Beatles then took the record with a 16th , "" Get Back "" , and 17th , "" The Ballad of John and Yoko "" , their last number one to date .",performer,19 20 21 22 23 24,0 1
1577,"The "" PoxNora "" Marketplace supported premium game purchases through Station Cash ( used in all games published by Sony Online Entertainment ) .",publisher,2,19 20 21
94,"The film is a remake of the José Giovanni film "" Deux hommes dans la ville "" .",director,11 12 13 14 15,7 8
2243,""" Butterfly "" was nominated for the 1998 Grammy Award for Best Female Pop Vocal Performance , which it lost to Sarah McLachlan 's "" Building a Mystery . """,performer,25 26 27,21 22
650,"Later , DC Comics debuted an unrelated superhero ( and member of the Teen Titans ) called "" Young Frankenstein . """,publisher,13 14,2 3
1266,"In 1938 , Herbert Rappaport directed the first screen adaptation of "" Professor Mamlock "" , filmed in the Soviet Union by the Lenfilm Studio .",director,7 8 9 10 11 12 13 14,3 4
561,"It was destroyed by the X - Men , with the help of Professor X and the Mannite named Nina . This takes place during the 1998–99 storyline The Hunt for Xavier .",characters,5 6 7,13 14
347,""" Crash Team Racing "" is a racing game in which the player controls characters from the "" Crash Bandicoot "" universe , most of whom compete in karts .",characters,1 2 3,18 19
1213,"He made his major film acting debut in the film "" Walk The Line "" , playing Johnny Cash 's guitar player Luther Perkins .",characters,11 12 13,22 23
1746,"She supported 50 Cent and worked with director Ang Lee on the film "" The Hulk "" .",director,14 15,8 9
2697,"Journal of African History , 29 , ( 1 - 3 ) Great Britain : Cambridge University Press .",publisher,0 1 2 3,15 16 17
850,"In August , 1978 , Victor Marchetti published an article about the assassination of John F. Kennedy in the Liberty Lobby newspaper , "" The Spotlight "" .",publisher,24 25,19 20
305,"She has completed shooting for Rituparno Ghosh 's comedy film "" Sunglass "" and Vinay Shukla 's "" Mirch "" .",director,18,14 15
444,"He joined Billy Idol in Gen X in 1980 around the time that band 's "" Dancing with Myself "" single was released .",performer,16 17 18,5 6
1526,King of the Klondike or The Argonaut of White Agony Creek is a Scrooge McDuck comic by Don Rosa .,characters,5 6 7 8 9 10,13 14
2679,"Real Racing 2 is a racing game , developed and published by Firemint for iOS , Android , OS X Lion and Windows Phone 8 .",publisher,0 1,12
54,""" Boogie On Reggae Woman "" is a 1974 funk single by American Motown artist Stevie Wonder , from his album "" Fulfillingness ' First Finale "" .",performer,22 23 24 25,15 16
2205,"However , in Defenders of the Earth , the Phantom was not the only playable character , as players were given the choice to control Mandrake the Magician and Flash Gordon as well .",characters,3 4 5 6,25 26 27
2298,""" Chuck Versus Santa Claus "" was one of many episodes to be directed by producer Robert Duncan McNeill , and was written by producer Scott Rosenbaum .",director,1 2 3 4,16 17 18
1272,""" The Carrie Diaries "" focuses on Carrie Bradshaw , a high - school student who lives in Castleberry , Connecticut .",characters,1 2 3,7 8
1003,"Pamela Voorhees is the mother of Jason and the killer in the original "" Friday the 13th "" .",characters,14 15 16,6
1567,"Love Vibes began as a manga series written and illustrated by Erica Sakurazawa , which began serialization in Shueisha Young You manga magazine .",publisher,19 20,18
1762,"He has also occasionally appeared as an actor , including a role in Banmei Takahashi 's 1982 , produced by Director 's Company , and later in Seijun Suzuki 's 1991 "" Yumeji "" .",director,32,27 28
2215,""" American Bad Ass "" is a song by the American musician Kid Rock , released from his 2000 album "" The History of Rock "" .",performer,21 22 23 24,12 13
1660,"It is famous especially since it was used in Diane Kurys 's film , "" Peppermint Soda "" ( "" Diabolo menthe "" , 1977 ) .",director,15 16,9 10
344,"The film is influenced by works of several earlier directors , particularly Roman Polanski 's "" Repulsion "" ( 1965 ) and "" The Tenant "" ( 1976 ) .",director,16,12 13
1794,""" The Real Housewives of Fat Tony "" is the nineteenth episode of "" The Simpsons "" ' twenty - second season .",characters,14 15,5 6
2613,"After "" The Simpsons "" started in 1989 , Wallace joined the voice acting cast as the voice of Edna Krabappel , a role she kept until her death .",characters,2 3,19 20
2181,Under the imprint Horizon Scientific Press the company publishes the review journal Current Issues in Molecular Biology .,publisher,12 13 14 15 16,3 4 5
2555,"In 2006 , McGraw played Jane Braun , campaign advisor to Presidential candidate Arnold Vinick , in several episodes of "" The West Wing "" and appeared in an episode of "" Bones "" .",characters,21 22 23,13 14
756,"The Southern Management Association ( SMA ) is a regional affiliate of the Academy of Management and , along with SAGE , publishes the Journal of Management .",publisher,24 25 26,20
1177,"A human lampshade appears in the 2007 film "" A Kitten for Hitler "" , which was made by Ken Russell .",director,9 10 11 12,19 20
2458,"It was again revived by Tony Christie in a stripped down version featuring piano and trumpet on his 2008 album of songs by Sheffield based songwriters , "" Made in Sheffield . """,performer,28 29 30,5 6
1513,"The title track was written by John Lennon and Paul McCartney and originally performed by the Beatles on the album "" Sgt .",performer,1 2,15 16
1726,"Grip Digital later got in touch with Teotl Studios , authors of "" Unmechanical "" .",publisher,13,7 8
1840,""" Fingerprint File "" is the closing track from the Rolling Stones ' 1974 album "" It 's Only Rock ' n Roll "" .",performer,1 2,10 11
2584,Polar Golfer is a PC based video game released by WildTangent in 2004 .,publisher,0 1,10
2126,"Seemingly by means of the Triforce 's power , Zelda demonstrated shapeshifting abilities in "" Ocarina of Time "" .",characters,15 16 17,9
1636,"On January 5 , 2012 , Epic Games announced that the "" Infinity Blade "" franchise had generated over $ 23 million in revenue .",publisher,12 13,6 7
1097,"She also appears in Peter Greenaway 's film "" Nightwatching "" , played by Jodhi May.",director,9,4 5
815,"The film was released along with Mammootty ' s "" Anaswaram "" , while Mohanlal had another release "" Kilukkam "" directed by Priyadarshan .",director,19,23
380,""" DeathSpank "" features advanced dialog options , similar to LucasArts ' "" Monkey Island "" series which play a large part in unfolding the game 's story .",publisher,13 14,10
1,"Many characters in the cyber thriller movie series , "" The Matrix "" exclusively wear mirrored sunglasses , Morpheus in particular .",characters,10 11,18
592,"The Narrative 's next album "" Golden Silence "" was released on December 2 , 2016 .",performer,6 7,0 1
822,"During his playing days he was nicknamed "" Bam - Bam , "" after the eponymous character from "" The Flintstones "" , for his tackling and physicality .",characters,19 20,15 16
1756,"The company is the holding company of Editora Abril , which publishes the weekly newsmagazine "" Veja . """,publisher,16,7 8
1154,"Schmutziger Engel ( Dirty Angel ) is a German film made in 1958 , directed by Alfred Vohrer .",director,0 1,16 17
2763,""" John Michael McDonagh , The Guard "" 3 .",director,5 6,1 2 3
700,"Raphael is also mentioned in the Book of Enoch alongside fellow archangels Michael , Gabriel and Uriel .",characters,6 7 8,12
2021,"The Sheep is first mentioned in the fifth chapter of "" Through the Looking - Glass "" , "" Wool and Water "" .",characters,11 12 13 14 15,0 1
2334,""" Locked in Time "" was first published in April 1985 by Little , Brown and Company in hardcover .",publisher,1 2 3,12 13 14 15 16
2125,"He was appointed a teacher of the Tattwabodhini Pathsala the next year and in 1843 , "" Tattwabodhini Patrika "" was published as mouthpiece of both the Tattwabodhini Sabha and Brahmo Samaj .",publisher,17 18,27 28
2050,"Prior to the Broadway opening of "" [ title of show ] "" , Hunter Bell appeared in two other Broadway productions .",characters,7 8 9 10,14 15
2202,"Yeates collaborated with Sergio Aragonés and Mark Evanier on the "" Groo vs. Conan "" crossover for Dark Horse Comics in 2014 .",publisher,13,17 18 19
2187,"Train performed as the main act , playing "" Hey , Soul Sister "" , "" Angel in Blue Jeans "" , and "" Drops of Jupiter "" .",performer,9 10 11 12,0
2369,"Later , at their panel on the same day , Volition and Deep Silver confirmed a standalone expansion to "" Saints Row IV "" , called "" Saints Row : Gat out of Hell "" .",publisher,20 21 22,12 13
904,"Contemporaries of Joyce and Gogarty , on reading "" Ulysses "" , differed over the extent to which Buck Mulligan was a fair and accurate portrayal of Oliver Gogarty .",characters,9,18 19
725,"Meanwhile , Dukat has kept his promise to expel the Klingons , and they end up at DS9 , where Gowron comes aboard to meet with Benjamin Sisko .",characters,17,20
2161,"There follows the tale of the children of Lamech , expanded from the Book of Genesis .",characters,13 14 15,8
1883,"Nurmi 's characterization was influenced by the Dragon Lady from the comic strip "" Terry and the Pirates "" and the evil queen from Disney 's "" Snow White and the Seven Dwarfs "" .",characters,27 28 29 30 31 32,21 22
950,"The Xbox Live Arcade also features games from other consoles , such as the PlayStation game "" "" and PC games such as "" Zuma "" .",publisher,24,1 2 3
884,"In 1924 Nikolai Khodataev along with the fellow artists Yuri Merkulov and Zenon Komissarenko were hired by Yakov Protazanov to make sketches for his upcoming science fiction movie "" Aelita "" .",director,29,17 18
2430,"On July 28 , 2010 , Activision announced the title of the game is "" Monster Jam : Path of Destruction "" .",publisher,15 16 17 18 19 20,6
2399,"In a 2004 adaptation of Shakespeare 's "" The Taming of the Shrew "" , Petruchio is given the ( fictitious ) title of the Earl of Chalbury .",characters,8 9 10 11 12,15
391,Both Wood Harris ( Avon Barksdale ) and Idris Elba ( Stringer Bell ) left the starring cast in the final episode of the third season .,performer,4 5,1 2
2421,Ecstatica II is an action - adventure game that was released for the PC by Psygnosis in 1997 .,publisher,0,15
1975,"Beginning immediately after "" Pilot "" , "" 0 - 8 - 4 "" sees Skye accept Agent Phil Coulson 's offer to join his S.H.I.E.L.D.",characters,4,18 19
2128,"She guest - appeared on The Hooters 1985 album "" Nervous Night "" on the song "" Where Do the Children Go "" as an accompanying vocalist .",performer,10 11,5 6
705,"ChromeSkull : Laid to Rest 2 is a 2011 horror film written and directed by Robert Green Hall , and co - written by Kevin Bocarde .",director,2 3 4,15 16 17
2305,"GameZone 's Dan Liebman gave the game an 8 out of 10 , saying "" Ghostfire Games offers a new twist on the classic boxing simulator with Rage of the Gladiator .",publisher,27 28 29 30,15 16
2019,"Examples of these include an analysis of Laura Mulvey and Peter Wollen 's "" Riddles of the Sphinx "" from 1977 ( ' What Does It Mean to Say Feminism Is Back ?",director,14 15 16 17,7 8
1597,"Financial and contractual problems prevented agreement and , instead , ESP contracted with Elsevier leading to the publication of the Journal of Photochemistry and Photobiology in 1987 .",publisher,20 21 22 23 24,13
2176,"The Pack retains Baden - Powell 's original "" Jungle Book "" theme , with its leader called Akela and assistant leaders using names like Raksha , Bagheera , or Baloo .",characters,9 10,30
1584,"It was succeeded as Maltese representative at the 2003 Contest by Lynn with "" To Dream Again "" .",performer,14 15 16,11
2532,"It first appeared in book form in the short - story collection "" Triple Jeopardy "" , published by the Viking Press in 1952 .",publisher,13 14,20 21
202,"The Colonel starred as a detective in four of Christie 's books , most notably as Hercule Poirot 's good friend in "" Cards on the Table "" and "" Death on the Nile "" .",characters,30 31 32 33,16 17
1674,""" Just Like "" is a song recorded by Marvin Gaye in 1978 but was n't released until after the release of Gaye 's posthumous 1985 album "" Romantically Yours "" .",performer,1 2,9 10
711,"The "" Joe 90 "" Region 1 DVD box set by A&E ; Home Video features an audio commentary for "" The Unorthodox Shepherd "" with episode director Ken Turner .",director,21 22 23,28 29
1821,"MacKenzie made his on - screen debut in Sidney Lumet 's 1975 crime drama "" Dog Day Afternoon "" .",director,15 16 17,8 9
1222,"The Goofy Gophers were created by Warners animator Robert Clampett for the 1947 short film "" The Goofy Gophers "" .",director,0 1 2,8 9
2757,"Knapp will be the main villain , opposite Bruce Willis , in Eli Roth 's remake of Death Wish .",director,17 18,12 13
2497,"He worked extensively with directors Joseph Ruben and Penny Marshall , including "" A League of Their Own "" ( Marshall–1992 ) and "" The Stepfather "" ( Ruben–1987 ) .",director,24 25,5 6
531,"Horror punk musician Wednesday 13 based the song "" Hail Ming "" on his album "" The Dixie Dead "" ( 2013 ) on the film .",performer,16 17 18,3 4
1780,"Concarneau was the setting for Belgian mystery writer Georges Simenon 's 1931 novel "" Le Chien jaune "" ( "" The Yellow Dog "" ) , featuring his celebrated sleuth Maigret .",characters,20 21 22,30
2253,"Like Data East 's "" Karate Champ "" , the amount of space to move around in "" Holosseum "" is very small .",publisher,5 6,1 2
1436,"Jerry graduated "" cum laude "" from the University of Michigan Law School , where he was a member of the "" Michigan Law Review "" .",publisher,22 23 24,8 9 10 11 12
772,"Somebody is a song by American singer - songwriter Bonnie McKee from her debut album "" Trouble "" ( 2004 ) .",performer,16,9 10
812,""" Nobody "" is the first single from Skindred 's 2002 / 2004 debut album , "" Babylon "" .",performer,17,8
2153,""" Do the Funky Chicken "" is a song written and recorded by American R&B ; singer and entertainer Rufus Thomas for Stax Records in 1969 .",performer,1 2 3 4,19 20
1250,LocoRoco 2 is a platformer video game developed SIE Japan Studio and published by Sony Computer Entertainment .,publisher,0,14 15 16
287,"Comparisons have been drawn between the character of Dana Scully and that of FBI student Clarice Starling in "" The Silence of the Lambs "" .",characters,19 20 21 22 23,15 16
2653,Digimon Battle Spirit is a fighting video game originally published by Bandai and developed by Dimps for the Japanese - only WonderSwan Color handheld system under the name .,publisher,0 1 2,11
1262,"Kate & Kacey released their debut single , "" Dreaming Love "" , on April 27 , 2009 via Big Machine .",performer,9 10,0 1 2
289,"The song "" Time "" , from David Bowie 's "" Aladdin Sane "" album , references Murcia and his untimely demise .",performer,11 12,7 8
171,"With the appearance of Asgardians Sif and Lorelei , the former mentions that the latter escaped prison during the Dark Elf attack , as depicted in "" Thor : The Dark World "" .",characters,27 28 29 30 31,5
